ts	hostid	type	mod	value	tag
1783783800000	host007	disk	sda_rqm	181.11	disk_rqm_per_sec
1783784100000	host019	disk	sdb_read	355633	disk_rw_sectors
1783784400000	host005	disk	sde_await	47.52	disk_latency_ms
1783784700000	host014	disk	sda_write	485483	disk_rw_sectors
1783785000000	host002	disk	sdb_read	186428	disk_rw_sectors
1783785300000	host016	disk	sdb_write	495485	disk_rw_sectors
1783785600000	host002	disk	sdc_read	270236	disk_rw_sectors
1783785900000	host011	disk	sdc_util	96.97	disk_util_percent
1783786200000	host013	disk	sda_avgrq	33.99	disk_other_metric
1783786500000	host008	disk	sda_util	48.86	disk_util_percent
1783786800000	host020	disk	sdb_write	342253	disk_rw_sectors
1783787100000	host013	disk	sda_read	407754	disk_rw_sectors
1783787400000	host015	disk	sde_await	13.83	disk_latency_ms
1783787700000	host015	disk	sdd_await	0.68	disk_latency_ms
1783788000000	host004	disk	sda_read	63990	disk_rw_sectors
1783788300000	host016	disk	sdc_svctm	11.32	disk_latency_ms
1783788600000	host019	disk	sda_svctm	13.76	disk_latency_ms
1783788900000	host004	disk	sdb_write	201305	disk_rw_sectors
1783789200000	host016	disk	sdc_util	29.84	disk_util_percent
1783789500000	host005	disk	sdb_read	170513	disk_rw_sectors
1783789800000	host003	disk	sde_svctm	9.33	disk_latency_ms
1783790100000	host001	disk	sda_util	55.61	disk_util_percent
1783790400000	host018	disk	sdd_svctm	24.48	disk_latency_ms
1783790700000	host017	disk	sde_svctm	35.72	disk_latency_ms
1783791000000	host004	disk	sdd_write	345286	disk_rw_sectors
1783791300000	host004	disk	sdb_write	451938	disk_rw_sectors
1783791600000	host020	disk	sdb_write	2791	disk_rw_sectors
1783791900000	host018	disk	sdd_util	80.05	disk_util_percent
1783792200000	host004	disk	sdc_rqm	64.41	disk_rqm_per_sec
1783792500000	host007	disk	sda_write	46043	disk_rw_sectors
1783792800000	host018	disk	sdb_avgrq	851.45	disk_other_metric
1783793100000	host002	disk	sda_read	65387	disk_rw_sectors
1783793400000	host017	disk	sde_avgrq	363.56	disk_other_metric
1783793700000	host018	disk	sda_write	221800	disk_rw_sectors
1783794000000	host001	disk	sda_avgrq	300.60	disk_other_metric
1783794300000	host017	disk	sdd_avgrq	659.16	disk_other_metric
1783794600000	host015	disk	sdd_read	302551	disk_rw_sectors
1783794900000	host016	disk	sda_await	26.18	disk_latency_ms
1783795200000	host012	disk	sde_svctm	25.58	disk_latency_ms
1783795500000	host004	disk	sdc_rqm	118.55	disk_rqm_per_sec
1783795800000	host007	disk	sde_read	157133	disk_rw_sectors
1783796100000	host007	disk	sdd_read	315697	disk_rw_sectors
1783796400000	host018	disk	sdd_write	310264	disk_rw_sectors
1783796700000	host012	disk	sdc_avgrq	128.49	disk_other_metric
1783797000000	host020	disk	sdc_util	7.44	disk_util_percent
1783797300000	host009	disk	sdb_avgrq	381.78	disk_other_metric
1783797600000	host006	disk	sda_util	45.61	disk_util_percent
1783797900000	host009	disk	sdc_util	94.02	disk_util_percent
1783798200000	host005	disk	sde_svctm	10.27	disk_latency_ms
1783798500000	host009	disk	sdc_write	374574	disk_rw_sectors
1783798800000	host012	disk	sdc_svctm	30.29	disk_latency_ms
1783799100000	host014	disk	sde_read	165863	disk_rw_sectors
1783799400000	host014	disk	sde_await	1.39	disk_latency_ms
1783799700000	host020	disk	sda_avgrq	77.52	disk_other_metric
1783800000000	host004	disk	sde_svctm	5.59	disk_latency_ms
1783800300000	host018	disk	sdb_util	6.60	disk_util_percent
1783800600000	host003	disk	sdd_await	45.47	disk_latency_ms
1783800900000	host009	disk	sde_read	455530	disk_rw_sectors
1783801200000	host008	disk	sdc_avgrq	9.86	disk_other_metric
1783801500000	host013	disk	sde_write	198512	disk_rw_sectors
1783801800000	host004	disk	sdc_read	92133	disk_rw_sectors
1783802100000	host017	disk	sde_avgrq	588.83	disk_other_metric
1783802400000	host016	disk	sdb_read	277327	disk_rw_sectors
1783802700000	host012	disk	sdd_avgrq	551.54	disk_other_metric
1783803000000	host020	disk	sdb_read	470061	disk_rw_sectors
1783803300000	host002	disk	sda_write	166721	disk_rw_sectors
1783803600000	host013	disk	sdb_write	180970	disk_rw_sectors
1783803900000	host018	disk	sda_util	47.69	disk_util_percent
1783804200000	host005	disk	sdb_avgrq	9.50	disk_other_metric
1783804500000	host017	disk	sde_read	344752	disk_rw_sectors
1783804800000	host005	disk	sde_read	198600	disk_rw_sectors
1783805100000	host019	disk	sdc_avgrq	52.86	disk_other_metric
1783805400000	host012	disk	sda_avgrq	678.22	disk_other_metric
1783805700000	host014	disk	sde_util	18.31	disk_util_percent
1783806000000	host012	disk	sde_util	50.22	disk_util_percent
1783806300000	host009	disk	sdc_util	52.06	disk_util_percent
1783806600000	host008	disk	sde_avgrq	635.64	disk_other_metric
1783806900000	host003	disk	sde_avgrq	406.51	disk_other_metric
1783807200000	host011	disk	sda_read	332753	disk_rw_sectors
1783807500000	host003	disk	sde_rqm	364.98	disk_rqm_per_sec
1783807800000	host003	disk	sda_write	301631	disk_rw_sectors
1783808100000	host002	disk	sda_read	389760	disk_rw_sectors
1783808400000	host010	disk	sdb_svctm	40.44	disk_latency_ms
1783808700000	host001	disk	sdc_util	67.70	disk_util_percent
1783809000000	host005	disk	sda_svctm	24.94	disk_latency_ms
1783809300000	host018	disk	sdc_read	212583	disk_rw_sectors
1783809600000	host001	disk	sdc_write	477566	disk_rw_sectors
1783809900000	host001	disk	sdc_util	70.26	disk_util_percent
1783810200000	host012	disk	sda_avgrq	994.22	disk_other_metric
1783810500000	host017	disk	sdc_rqm	303.69	disk_rqm_per_sec
1783810800000	host006	disk	sdd_svctm	45.20	disk_latency_ms
1783811100000	host006	disk	sde_rqm	183.53	disk_rqm_per_sec
1783811400000	host005	disk	sdc_svctm	17.73	disk_latency_ms
1783811700000	host002	disk	sdc_util	49.55	disk_util_percent
1783812000000	host006	disk	sdd_await	48.49	disk_latency_ms
1783812300000	host011	disk	sda_avgrq	831.73	disk_other_metric
1783812600000	host004	disk	sdd_avgrq	299.18	disk_other_metric
1783812900000	host010	disk	sdb_avgrq	213.07	disk_other_metric
1783813200000	host019	disk	sda_util	21.75	disk_util_percent
1783813500000	host010	disk	sdc_svctm	41.30	disk_latency_ms
1783813800000	host002	disk	sde_util	89.25	disk_util_percent
1783814100000	host016	disk	sdd_rqm	177.87	disk_rqm_per_sec
1783814400000	host020	disk	sde_util	32.86	disk_util_percent
1783814700000	host012	disk	sdb_read	2702	disk_rw_sectors
1783815000000	host012	disk	sdb_write	210799	disk_rw_sectors
1783815300000	host012	disk	sda_rqm	50.67	disk_rqm_per_sec
1783815600000	host016	disk	sdc_write	44430	disk_rw_sectors
1783815900000	host017	disk	sdc_svctm	44.94	disk_latency_ms
1783816200000	host014	disk	sdc_read	478732	disk_rw_sectors
1783816500000	host016	disk	sda_rqm	77.82	disk_rqm_per_sec
1783816800000	host009	disk	sde_write	246781	disk_rw_sectors
1783817100000	host013	disk	sdd_await	15.03	disk_latency_ms
1783817400000	host014	disk	sdb_write	281242	disk_rw_sectors
1783817700000	host009	disk	sdb_read	229938	disk_rw_sectors
1783818000000	host015	disk	sda_write	73334	disk_rw_sectors
1783818300000	host012	disk	sdc_util	0.58	disk_util_percent
1783818600000	host007	disk	sdc_read	99387	disk_rw_sectors
1783818900000	host010	disk	sdc_rqm	66.84	disk_rqm_per_sec
1783819200000	host014	disk	sdb_await	45.06	disk_latency_ms
1783819500000	host006	disk	sdc_write	497222	disk_rw_sectors
1783819800000	host016	disk	sdc_avgrq	118.79	disk_other_metric
1783820100000	host016	disk	sdb_svctm	40.01	disk_latency_ms
1783820400000	host005	disk	sda_await	37.58	disk_latency_ms
1783820700000	host013	disk	sdc_svctm	36.33	disk_latency_ms
1783821000000	host013	disk	sdd_read	57531	disk_rw_sectors
1783821300000	host004	disk	sdb_rqm	63.06	disk_rqm_per_sec
1783821600000	host012	disk	sdc_svctm	0.78	disk_latency_ms
1783821900000	host008	disk	sdd_rqm	339.16	disk_rqm_per_sec
1783822200000	host011	disk	sdc_util	97.64	disk_util_percent
1783822500000	host001	disk	sdc_util	48.02	disk_util_percent
1783822800000	host010	disk	sdb_svctm	4.22	disk_latency_ms
1783823100000	host014	disk	sda_avgrq	617.61	disk_other_metric
1783823400000	host017	disk	sdb_write	130792	disk_rw_sectors
1783823700000	host009	disk	sdc_read	453072	disk_rw_sectors
1783824000000	host009	disk	sda_avgrq	666.33	disk_other_metric
1783824300000	host014	disk	sdc_write	248456	disk_rw_sectors
1783824600000	host004	disk	sdc_svctm	30.59	disk_latency_ms
1783824900000	host007	disk	sde_read	120263	disk_rw_sectors
1783825200000	host004	disk	sdd_read	210387	disk_rw_sectors
1783825500000	host002	disk	sdc_avgrq	990.40	disk_other_metric
1783825800000	host005	disk	sdc_util	1.77	disk_util_percent
1783826100000	host007	disk	sda_read	453168	disk_rw_sectors
1783826400000	host002	disk	sde_await	20.42	disk_latency_ms
1783826700000	host010	disk	sde_write	116274	disk_rw_sectors
1783827000000	host011	disk	sdc_util	47.92	disk_util_percent
1783827300000	host017	disk	sdc_util	64.39	disk_util_percent
1783827600000	host010	disk	sdc_read	141162	disk_rw_sectors
1783827900000	host012	disk	sdc_avgrq	943.00	disk_other_metric
1783828200000	host014	disk	sda_avgrq	319.84	disk_other_metric
1783828500000	host002	disk	sdb_write	21437	disk_rw_sectors
1783828800000	host001	disk	sdd_rqm	330.22	disk_rqm_per_sec
1783829100000	host011	disk	sdd_write	149588	disk_rw_sectors
1783829400000	host016	disk	sdc_avgrq	908.48	disk_other_metric
1783829700000	host004	disk	sdc_util	18.48	disk_util_percent
1783830000000	host016	disk	sdd_await	16.78	disk_latency_ms
1783830300000	host004	disk	sdb_read	350721	disk_rw_sectors
1783830600000	host001	disk	sdd_read	173650	disk_rw_sectors
1783830900000	host012	disk	sdd_await	37.17	disk_latency_ms
1783831200000	host019	disk	sdd_svctm	30.28	disk_latency_ms
1783831500000	host008	disk	sdc_avgrq	210.03	disk_other_metric
1783831800000	host013	disk	sda_read	465145	disk_rw_sectors
1783832100000	host004	disk	sdd_read	330070	disk_rw_sectors
1783832400000	host020	disk	sdc_read	21516	disk_rw_sectors
1783832700000	host019	disk	sdc_write	101149	disk_rw_sectors
1783833000000	host015	disk	sdb_read	39258	disk_rw_sectors
1783833300000	host018	disk	sdb_await	15.14	disk_latency_ms
1783833600000	host016	disk	sdc_write	279737	disk_rw_sectors
1783833900000	host005	disk	sdc_rqm	63.92	disk_rqm_per_sec
1783834200000	host014	disk	sdb_avgrq	891.59	disk_other_metric
1783834500000	host018	disk	sdc_await	44.76	disk_latency_ms
1783834800000	host015	disk	sdc_read	477547	disk_rw_sectors
1783835100000	host014	disk	sde_rqm	241.41	disk_rqm_per_sec
1783835400000	host017	disk	sdc_svctm	39.57	disk_latency_ms
1783835700000	host006	disk	sdc_avgrq	696.71	disk_other_metric
1783836000000	host005	disk	sdd_avgrq	45.45	disk_other_metric
1783836300000	host019	disk	sdd_rqm	397.20	disk_rqm_per_sec
1783836600000	host007	disk	sda_util	49.50	disk_util_percent
1783836900000	host018	disk	sdc_svctm	48.58	disk_latency_ms
1783837200000	host006	disk	sdd_util	75.07	disk_util_percent
1783837500000	host013	disk	sde_await	20.10	disk_latency_ms
1783837800000	host009	disk	sdd_write	96503	disk_rw_sectors
1783838100000	host001	disk	sda_write	299839	disk_rw_sectors
1783838400000	host007	disk	sda_rqm	439.58	disk_rqm_per_sec
1783838700000	host017	disk	sde_util	50.38	disk_util_percent
1783839000000	host017	disk	sdb_avgrq	303.41	disk_other_metric
1783839300000	host008	disk	sdd_avgrq	708.25	disk_other_metric
1783839600000	host018	disk	sdc_read	89710	disk_rw_sectors
1783839900000	host008	disk	sdc_rqm	266.78	disk_rqm_per_sec
1783840200000	host010	disk	sdc_rqm	319.81	disk_rqm_per_sec
1783840500000	host009	disk	sdd_read	141785	disk_rw_sectors
1783840800000	host002	disk	sda_avgrq	989.54	disk_other_metric
1783841100000	host007	disk	sde_svctm	5.90	disk_latency_ms
1783841400000	host012	disk	sdd_await	16.30	disk_latency_ms
1783841700000	host018	disk	sdb_avgrq	722.08	disk_other_metric
1783842000000	host014	disk	sdd_avgrq	324.64	disk_other_metric
1783842300000	host002	disk	sda_rqm	411.97	disk_rqm_per_sec
1783842600000	host008	disk	sdc_avgrq	176.74	disk_other_metric
1783842900000	host001	disk	sde_svctm	32.90	disk_latency_ms
1783843200000	host019	disk	sdb_read	378851	disk_rw_sectors
1783843500000	host013	disk	sdb_avgrq	870.03	disk_other_metric
1783843800000	host020	disk	sdd_write	428263	disk_rw_sectors
1783844100000	host015	disk	sde_write	170007	disk_rw_sectors
1783844400000	host009	disk	sdd_write	304959	disk_rw_sectors
1783844700000	host013	disk	sde_read	233861	disk_rw_sectors
1783845000000	host008	disk	sdc_util	36.86	disk_util_percent
1783845300000	host016	disk	sda_read	260026	disk_rw_sectors
1783845600000	host006	disk	sde_util	18.50	disk_util_percent
1783845900000	host006	disk	sdc_write	298664	disk_rw_sectors
1783846200000	host016	disk	sdb_write	339510	disk_rw_sectors
1783846500000	host010	disk	sdb_rqm	155.08	disk_rqm_per_sec
1783846800000	host006	disk	sda_util	68.74	disk_util_percent
1783847100000	host007	disk	sde_rqm	71.76	disk_rqm_per_sec
1783847400000	host014	disk	sda_avgrq	455.02	disk_other_metric
1783847700000	host013	disk	sdb_read	379745	disk_rw_sectors
1783848000000	host017	disk	sdd_read	381033	disk_rw_sectors
1783848300000	host001	disk	sdb_read	198115	disk_rw_sectors
1783848600000	host013	disk	sdb_rqm	55.02	disk_rqm_per_sec
1783848900000	host001	disk	sdc_rqm	66.09	disk_rqm_per_sec
1783849200000	host003	disk	sdc_avgrq	142.64	disk_other_metric
1783849500000	host020	disk	sda_rqm	396.20	disk_rqm_per_sec
1783849800000	host001	disk	sdb_read	284358	disk_rw_sectors
1783850100000	host011	disk	sda_read	106074	disk_rw_sectors
1783850400000	host005	disk	sda_svctm	38.01	disk_latency_ms
1783850700000	host015	disk	sda_write	161158	disk_rw_sectors
1783851000000	host011	disk	sda_svctm	7.81	disk_latency_ms
1783851300000	host002	disk	sde_svctm	34.63	disk_latency_ms
1783851600000	host018	disk	sdc_read	11119	disk_rw_sectors
1783851900000	host002	disk	sdb_read	285549	disk_rw_sectors
1783852200000	host010	disk	sdb_read	268195	disk_rw_sectors
1783852500000	host014	disk	sde_read	634	disk_rw_sectors
1783852800000	host008	disk	sdb_rqm	113.34	disk_rqm_per_sec
1783853100000	host013	disk	sde_read	185236	disk_rw_sectors
1783853400000	host010	disk	sde_write	483231	disk_rw_sectors
1783853700000	host013	disk	sdc_read	257855	disk_rw_sectors
1783854000000	host006	disk	sdc_read	117714	disk_rw_sectors
1783854300000	host004	disk	sdd_avgrq	357.31	disk_other_metric
1783854600000	host020	disk	sdb_await	6.01	disk_latency_ms
1783854900000	host003	disk	sdc_rqm	302.25	disk_rqm_per_sec
1783855200000	host006	disk	sdc_util	53.05	disk_util_percent
1783855500000	host020	disk	sdb_write	356218	disk_rw_sectors
1783855800000	host014	disk	sde_read	468250	disk_rw_sectors
1783856100000	host010	disk	sdd_avgrq	348.39	disk_other_metric
1783856400000	host004	disk	sdc_avgrq	916.23	disk_other_metric
1783856700000	host012	disk	sdb_avgrq	810.72	disk_other_metric
1783857000000	host003	disk	sda_rqm	430.86	disk_rqm_per_sec
1783857300000	host005	disk	sde_read	167906	disk_rw_sectors
1783857600000	host005	disk	sde_await	22.39	disk_latency_ms
1783857900000	host016	disk	sde_rqm	56.58	disk_rqm_per_sec
1783858200000	host014	disk	sdc_avgrq	144.67	disk_other_metric
1783858500000	host011	disk	sdd_read	95353	disk_rw_sectors
1783858800000	host013	disk	sdc_await	16.03	disk_latency_ms
1783859100000	host014	disk	sda_svctm	34.70	disk_latency_ms
1783859400000	host014	disk	sdb_await	7.00	disk_latency_ms
1783859700000	host008	disk	sde_await	20.99	disk_latency_ms
1783860000000	host016	disk	sde_svctm	26.74	disk_latency_ms
1783860300000	host018	disk	sde_svctm	41.09	disk_latency_ms
1783860600000	host013	disk	sda_read	304592	disk_rw_sectors
1783860900000	host014	disk	sdd_svctm	28.94	disk_latency_ms
1783861200000	host008	disk	sda_read	123308	disk_rw_sectors
1783861500000	host012	disk	sda_rqm	101.64	disk_rqm_per_sec
1783861800000	host001	disk	sdd_await	27.96	disk_latency_ms
1783862100000	host005	disk	sdc_read	31235	disk_rw_sectors
1783862400000	host012	disk	sdd_await	42.45	disk_latency_ms
1783862700000	host005	disk	sdd_avgrq	460.39	disk_other_metric
1783863000000	host018	disk	sdb_util	24.25	disk_util_percent
1783863300000	host008	disk	sdd_rqm	373.50	disk_rqm_per_sec
1783863600000	host004	disk	sde_read	197898	disk_rw_sectors
1783863900000	host001	disk	sdc_util	37.17	disk_util_percent
1783864200000	host004	disk	sde_rqm	238.41	disk_rqm_per_sec
1783864500000	host020	disk	sda_write	15826	disk_rw_sectors
1783864800000	host005	disk	sdd_await	7.15	disk_latency_ms
1783865100000	host008	disk	sde_rqm	6.24	disk_rqm_per_sec
1783865400000	host014	disk	sde_read	401299	disk_rw_sectors
1783865700000	host006	disk	sda_svctm	37.20	disk_latency_ms
1783866000000	host017	disk	sde_avgrq	470.18	disk_other_metric
1783866300000	host011	disk	sdd_util	78.14	disk_util_percent
1783866600000	host001	disk	sdd_avgrq	111.27	disk_other_metric
1783866900000	host002	disk	sdc_rqm	302.09	disk_rqm_per_sec
1783867200000	host006	disk	sdc_svctm	8.10	disk_latency_ms
1783867500000	host013	disk	sdc_util	67.99	disk_util_percent
1783867800000	host015	disk	sdb_avgrq	919.15	disk_other_metric
1783868100000	host017	disk	sde_avgrq	709.35	disk_other_metric
1783868400000	host014	disk	sda_write	142515	disk_rw_sectors
1783868700000	host003	disk	sdd_svctm	18.94	disk_latency_ms
1783869000000	host005	disk	sdd_write	209926	disk_rw_sectors
1783869300000	host020	disk	sdd_rqm	109.45	disk_rqm_per_sec
1783869600000	host006	disk	sde_rqm	408.28	disk_rqm_per_sec
1783869900000	host015	disk	sda_svctm	15.73	disk_latency_ms
1783870200000	host013	disk	sde_await	8.32	disk_latency_ms
1783870500000	host012	disk	sdc_util	19.47	disk_util_percent
1783870800000	host004	disk	sdb_read	40794	disk_rw_sectors
1783871100000	host012	disk	sdb_await	1.50	disk_latency_ms
1783871400000	host010	disk	sda_write	283937	disk_rw_sectors
1783871700000	host004	disk	sde_rqm	105.95	disk_rqm_per_sec
1783872000000	host001	disk	sde_avgrq	187.74	disk_other_metric
1783872300000	host007	disk	sdc_rqm	120.17	disk_rqm_per_sec
1783872600000	host003	disk	sdc_rqm	281.87	disk_rqm_per_sec
1783872900000	host016	disk	sdc_rqm	24.02	disk_rqm_per_sec
1783873200000	host003	disk	sde_avgrq	8.48	disk_other_metric
1783873500000	host012	disk	sdd_avgrq	958.74	disk_other_metric
1783873800000	host017	disk	sdc_write	164874	disk_rw_sectors
1783874100000	host013	disk	sdc_await	48.70	disk_latency_ms
1783874400000	host004	disk	sdb_await	20.42	disk_latency_ms
1783874700000	host017	disk	sdb_read	263285	disk_rw_sectors
1783875000000	host005	disk	sdb_rqm	293.59	disk_rqm_per_sec
1783875300000	host013	disk	sda_svctm	29.36	disk_latency_ms
1783875600000	host002	disk	sdd_avgrq	161.22	disk_other_metric
1783875900000	host015	disk	sda_read	464101	disk_rw_sectors
1783876200000	host003	disk	sde_write	463681	disk_rw_sectors
1783876500000	host007	disk	sde_read	403086	disk_rw_sectors
1783876800000	host006	disk	sdc_svctm	25.86	disk_latency_ms
1783877100000	host020	disk	sdd_svctm	46.52	disk_latency_ms
1783877400000	host011	disk	sdd_util	78.54	disk_util_percent
1783877700000	host011	disk	sdd_avgrq	360.32	disk_other_metric
1783878000000	host014	disk	sdc_rqm	445.34	disk_rqm_per_sec
1783878300000	host013	disk	sda_avgrq	208.82	disk_other_metric
1783878600000	host020	disk	sde_rqm	479.01	disk_rqm_per_sec
1783878900000	host019	disk	sdb_svctm	4.96	disk_latency_ms
1783879200000	host001	disk	sde_read	401770	disk_rw_sectors
1783879500000	host010	disk	sda_read	261573	disk_rw_sectors
1783879800000	host004	disk	sde_util	31.37	disk_util_percent
1783880100000	host010	disk	sda_write	35736	disk_rw_sectors
1783880400000	host009	disk	sdd_await	17.73	disk_latency_ms
1783880700000	host003	disk	sdb_write	372587	disk_rw_sectors
1783881000000	host015	disk	sdb_avgrq	986.14	disk_other_metric
1783881300000	host009	disk	sdd_util	65.03	disk_util_percent
1783881600000	host005	disk	sdc_read	298180	disk_rw_sectors
1783881900000	host016	disk	sdc_rqm	181.74	disk_rqm_per_sec
1783882200000	host010	disk	sda_util	40.90	disk_util_percent
1783882500000	host020	disk	sdd_read	231120	disk_rw_sectors
1783882800000	host012	disk	sdc_svctm	42.26	disk_latency_ms
1783883100000	host011	disk	sdd_await	4.27	disk_latency_ms
1783883400000	host014	disk	sdc_svctm	22.56	disk_latency_ms
1783883700000	host002	disk	sdd_rqm	370.52	disk_rqm_per_sec
1783884000000	host008	disk	sda_rqm	77.28	disk_rqm_per_sec
1783884300000	host004	disk	sdd_avgrq	375.82	disk_other_metric
1783884600000	host019	disk	sda_util	85.38	disk_util_percent
1783884900000	host008	disk	sde_await	43.72	disk_latency_ms
1783885200000	host003	disk	sdc_await	23.35	disk_latency_ms
1783885500000	host018	disk	sde_util	10.91	disk_util_percent
1783885800000	host006	disk	sdb_read	481013	disk_rw_sectors
1783886100000	host013	disk	sdc_util	19.95	disk_util_percent
1783886400000	host011	disk	sde_rqm	158.64	disk_rqm_per_sec
1783886700000	host020	disk	sdb_svctm	10.71	disk_latency_ms
1783887000000	host016	disk	sdc_read	145948	disk_rw_sectors
1783887300000	host015	disk	sdc_rqm	272.54	disk_rqm_per_sec
1783887600000	host016	disk	sde_read	335657	disk_rw_sectors
1783887900000	host007	disk	sda_await	28.45	disk_latency_ms
1783888200000	host020	disk	sde_await	3.21	disk_latency_ms
1783888500000	host012	disk	sdc_util	97.86	disk_util_percent
1783888800000	host007	disk	sdd_rqm	105.75	disk_rqm_per_sec
1783889100000	host001	disk	sdc_util	26.98	disk_util_percent
1783889400000	host006	disk	sda_read	74311	disk_rw_sectors
1783889700000	host003	disk	sdc_avgrq	405.07	disk_other_metric
1783890000000	host010	disk	sdd_util	87.13	disk_util_percent
1783890300000	host017	disk	sdd_write	351086	disk_rw_sectors
1783890600000	host009	disk	sdb_write	435446	disk_rw_sectors
1783890900000	host002	disk	sda_read	469214	disk_rw_sectors
1783891200000	host014	disk	sdb_await	48.17	disk_latency_ms
1783891500000	host010	disk	sda_write	104126	disk_rw_sectors
1783891800000	host012	disk	sdb_util	48.16	disk_util_percent
1783892100000	host018	disk	sda_write	365266	disk_rw_sectors
1783892400000	host014	disk	sdc_await	45.64	disk_latency_ms
1783892700000	host019	disk	sde_await	41.17	disk_latency_ms
1783893000000	host018	disk	sdc_write	40794	disk_rw_sectors
1783893300000	host019	disk	sde_read	169729	disk_rw_sectors
1783893600000	host011	disk	sda_rqm	75.25	disk_rqm_per_sec
1783893900000	host015	disk	sde_read	261853	disk_rw_sectors
1783894200000	host011	disk	sdc_read	415244	disk_rw_sectors
1783894500000	host014	disk	sdb_avgrq	520.69	disk_other_metric
1783894800000	host001	disk	sdd_util	94.33	disk_util_percent
1783895100000	host005	disk	sdd_util	63.89	disk_util_percent
1783895400000	host019	disk	sdb_read	19129	disk_rw_sectors
1783895700000	host007	disk	sdc_write	220293	disk_rw_sectors
1783896000000	host018	disk	sda_write	315067	disk_rw_sectors
1783896300000	host013	disk	sdd_write	182497	disk_rw_sectors
1783896600000	host007	disk	sdc_write	356320	disk_rw_sectors
1783896900000	host019	disk	sda_rqm	185.13	disk_rqm_per_sec
1783897200000	host012	disk	sdb_rqm	150.97	disk_rqm_per_sec
1783897500000	host010	disk	sdc_svctm	40.97	disk_latency_ms
1783897800000	host004	disk	sdb_svctm	32.48	disk_latency_ms
1783898100000	host015	disk	sdb_util	41.04	disk_util_percent
1783898400000	host012	disk	sde_svctm	21.35	disk_latency_ms
1783898700000	host011	disk	sdc_read	485673	disk_rw_sectors
1783899000000	host006	disk	sde_util	42.84	disk_util_percent
1783899300000	host006	disk	sda_write	284564	disk_rw_sectors
1783899600000	host014	disk	sde_await	14.32	disk_latency_ms
1783899900000	host014	disk	sdd_avgrq	702.09	disk_other_metric
1783900200000	host004	disk	sda_read	422544	disk_rw_sectors
1783900500000	host004	disk	sda_read	340590	disk_rw_sectors
1783900800000	host001	disk	sdb_util	10.37	disk_util_percent
1783901100000	host020	disk	sde_svctm	5.08	disk_latency_ms
1783901400000	host015	disk	sdc_svctm	29.10	disk_latency_ms
1783901700000	host002	disk	sdd_avgrq	851.71	disk_other_metric
1783902000000	host007	disk	sde_write	407308	disk_rw_sectors
1783902300000	host015	disk	sde_await	5.81	disk_latency_ms
1783902600000	host016	disk	sdc_read	183822	disk_rw_sectors
1783902900000	host015	disk	sdb_util	90.80	disk_util_percent
1783903200000	host013	disk	sda_rqm	469.81	disk_rqm_per_sec
1783903500000	host008	disk	sdc_svctm	14.25	disk_latency_ms
1783903800000	host009	disk	sde_avgrq	838.48	disk_other_metric
1783904100000	host014	disk	sda_avgrq	4.16	disk_other_metric
1783904400000	host014	disk	sdc_rqm	7.77	disk_rqm_per_sec
1783904700000	host005	disk	sdd_await	42.05	disk_latency_ms
1783905000000	host017	disk	sda_await	16.82	disk_latency_ms
1783905300000	host019	disk	sdc_util	24.18	disk_util_percent
1783905600000	host013	disk	sdc_write	323101	disk_rw_sectors
1783905900000	host013	disk	sdd_rqm	400.67	disk_rqm_per_sec
1783906200000	host019	disk	sdc_util	12.89	disk_util_percent
1783906500000	host013	disk	sdb_write	211350	disk_rw_sectors
1783906800000	host011	disk	sdd_svctm	8.01	disk_latency_ms
1783907100000	host008	disk	sdb_read	372257	disk_rw_sectors
1783907400000	host005	disk	sdc_svctm	6.01	disk_latency_ms
1783907700000	host019	disk	sda_util	84.30	disk_util_percent
1783908000000	host009	disk	sda_write	497392	disk_rw_sectors
1783908300000	host011	disk	sdd_write	48892	disk_rw_sectors
1783908600000	host003	disk	sdb_rqm	218.71	disk_rqm_per_sec
1783908900000	host019	disk	sde_read	14584	disk_rw_sectors
1783909200000	host020	disk	sde_svctm	46.04	disk_latency_ms
1783909500000	host003	disk	sde_await	1.36	disk_latency_ms
1783909800000	host005	disk	sde_util	63.45	disk_util_percent
1783910100000	host012	disk	sdb_write	125683	disk_rw_sectors
1783910400000	host008	disk	sde_avgrq	193.83	disk_other_metric
1783910700000	host008	disk	sde_await	38.54	disk_latency_ms
1783911000000	host002	disk	sdc_avgrq	82.96	disk_other_metric
1783911300000	host005	disk	sdb_rqm	319.19	disk_rqm_per_sec
1783911600000	host019	disk	sdb_read	58160	disk_rw_sectors
1783911900000	host015	disk	sdc_read	56139	disk_rw_sectors
1783912200000	host005	disk	sdd_avgrq	261.99	disk_other_metric
1783912500000	host006	disk	sda_read	40570	disk_rw_sectors
1783912800000	host016	disk	sdd_await	45.64	disk_latency_ms
1783913100000	host007	disk	sda_util	10.07	disk_util_percent
1783913400000	host001	disk	sdb_util	7.36	disk_util_percent
1783913700000	host003	disk	sdd_write	360362	disk_rw_sectors
1783914000000	host014	disk	sde_await	44.50	disk_latency_ms
1783914300000	host015	disk	sda_write	94270	disk_rw_sectors
1783914600000	host010	disk	sda_rqm	451.82	disk_rqm_per_sec
1783914900000	host019	disk	sdc_rqm	58.60	disk_rqm_per_sec
1783915200000	host011	disk	sdc_await	24.25	disk_latency_ms
1783915500000	host020	disk	sde_svctm	0.35	disk_latency_ms
1783915800000	host017	disk	sdb_avgrq	926.58	disk_other_metric
